,Type,Title,Location,Bedrooms,Bathrooms,Space,Price
5352,Townhouse,Townhouse with installments in M.V Chillout Park .,"Mountain View Chill Out Park, Northern Expansions, 6 October City, Giza",3 bedrooms,3 bathrooms,205 sqm,"4,480,000 EGP"
5353,Townhouse,Town Maisonette for sale in hyde park new cairo,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,260 sqm,"3,700,000 EGP"
5354,Twin House,Twin house for sale in Al Marasem Compound .,"Fifth Square, North Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,348 sqm,"8,463,500 EGP"
5355,Villa,"Villa at katameya Dunes, 1300m Golf and Lake View","Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",8 bedrooms,8 bathrooms,"1,300 sqm","31,000,000 EGP"
5356,Apartment,apartment160m-sodic east AZAILYA-5% DP- 8 YEARS,"Sodic East, 6th District, New Heliopolis, Cairo",3 bedrooms,3 bathrooms,160 sqm,"2,800,000 EGP"
5357,Chalet,Chalet110m in Sokhna in Blue Blue with installment,"Blue Blue, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,110 sqm,"2,866,050 EGP"
5358,Apartment,Fully Finished Apartment 210 M Open View on IKEA,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,210 sqm,"6,500,000 EGP"
5359,Villa,separate villa for sale in district one new cairo,"Block 36, District 1, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,6 bathrooms,600 sqm,"10,000,000 EGP"
5360,Chalet,"Chalet furnished direct Sea ,Pool View La Vista 2","La Vista 2, La Vista, Al Ain Al Sokhna, Suez",3 bedrooms,2 bathrooms,150 sqm,"3,000,000 EGP"
5361,Duplex,Duplex apartment for sale in in Choueifat,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,263 sqm,"2,500,000 EGP"
5362,Chalet,Chalet in Mountain view Ras Al Hekma for sale,"Mountain View, Ras Al Hekma, North Coast",3 bedrooms,2 bathrooms,125 sqm,"1,100,000 EGP"
5363,Apartment,"130 m + garden 50 m near receipt, fully finished.","Kayan, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,2 bathrooms,130 sqm,"2,550,000 EGP"
5364,Townhouse,Town House At Tucana +Garden For Sale 1st Row,"Azha, Al Ain Al Sokhna, Suez",3 bedrooms,3 bathrooms,175 sqm,"5,600,000 EGP"
5365,Villa,Villa in Katameya Gardens Compound,"Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4 bedrooms,4 bathrooms,365 sqm,"6,000,000 EGP"
5366,Apartment,Immediate Delivery in SODIC SKy condos apt 177 sqm,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,177 sqm,"4,920,000 EGP"
5367,Townhouse,Town House For Sale 180 m in Azzar Noarth Coast,"Azzar Islands, Qesm Ad Dabaah, North Coast",3 bedrooms,3 bathrooms,180 sqm,"2,900,000 EGP"
5368,Apartment,Ground Floor 220 sqm Bait El Watan,"Beit Alwatan, 6 October Compounds, 6 October City, Giza",3 bedrooms,3 bathrooms,220 sqm,"1,430,000 EGP"
5369,Apartment,Apartment With Amazing View Ever In -Eastown Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,215 sqm,"4,500,000 EGP"
5370,Apartment,apartment for sale in West Hills - October,"West Hills Residence, Ring Road, 6 October City, Giza",2 bedrooms,3 bathrooms,160 sqm,"3,150,000 EGP"
5371,Townhouse,NEW RELEASE townhouse ONLY 5% DOWNPAYMENT ON LAKE,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,165 sqm,"5,300,000 EGP"
5372,Penthouse,Penthouse 291 sqm +86 sqm terrace in Eastown Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,4 bathrooms,291 sqm,"6,750,000 EGP"
5373,Twin House,Twin house for sale in Cairo Festival City,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",5 bedrooms,7 bathrooms,420 sqm,"13,000,000 EGP"
5374,Penthouse,Penthouse for sale 190m in La Vista Topaz i,"La Vista Topaz, La Vista, Al Ain Al Sokhna, Suez",4 bedrooms,3 bathrooms,190 sqm,"560,000 EGP"
5375,Apartment,Apartment with 10%DP | Armonia compound|Best OFFER,"Armonia, New Capital Compounds, New Capital City, Cairo",2 bedrooms,2 bathrooms,109 sqm,"1,900,000 EGP"
5376,Apartment,Apartment 190m in Beit Al Watan DP 15%,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,190 sqm,"1,235,001 EGP"
5377,Hotel Apartment,Hotel Apartment In Marassi The Address Hotel,"Marassi, Sidi Abdel Rahman, North Coast",1 bedroom,1 bathroom,100 sqm,"7,450,000 EGP"
5378,Apartment,For sale apartment 175 m in Hyde Park over 9 years,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,175 sqm,"3,445,000 EGP"
5379,Twin House,Twinhouse resale prime location in ALMA,"Alma, 2nd District, Sheikh Zayed City, Giza",NaN,4 bathrooms,257 sqm,"6,500,000 EGP"
5380,Villa,"For excellence, Mina Gardensa chateau for sale","Mena Garden City, Al Motamayez District, 6 October City, Giza",4 bedrooms,4 bathrooms,481 sqm,"7,500,000 EGP"
5381,Villa,Villa For Sale 850 M Finished with fountain park,"Fountain Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,5 bathrooms,850 sqm,"21,000,000 EGP"
5382,Twin House,special twin house ultra lux for sale_moon valley1,"Moon Valley, South Investors Area, New Cairo City, Cairo",4 bedrooms,4 bathrooms,300 sqm,"7,000,000 EGP"
5383,Apartment,With Only 10% Dp in Dejoya 3|New Capital |Inst 10y,"De Joya, New Capital Compounds, New Capital City, Cairo",2 bedrooms,2 bathrooms,134 sqm,"2,410,000 EGP"
5384,Twin House,Twin house in Layan Residence - New Cairo,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,4 bathrooms,326 sqm,"6,500,000 EGP"
5385,Villa,For Sale Villa Palm Hills Ready to Move 300m,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,5 bathrooms,256 sqm,"10,000,000 EGP"
5386,Apartment,Apartment with garden 190 sqm in Zayed,"Lazurde, 8th District, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,190 sqm,"1,520,000 EGP"
5387,Chalet,Fully Furnished Senior Chalet Hacienda Bay,"Hacienda Bay, Sidi Abdel Rahman, North Coast",4 bedrooms,3 bathrooms,320 sqm,"5,600,000 EGP"
5388,Twin House,Twin house for sale with installments prime view,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7 bedrooms,7 bathrooms,385 sqm,"4,862,000 EGP"
